LocationDetailsId	Neighborhoods	Zipcode	Location
SD000377	Outer Mission	94112	"(37.71304968704063, -122.44993136149355)"
SD000378	Financial District/South Beach	94104	"(37.788732484248456, -122.4030315186952)"
SD000379	Noe Valley	94110	"(37.744947722799736, -122.42337238884926)"
SD000380	West of Twin Peaks	94127	"(37.727967110010894, -122.46449464225455)"
SD000381	Pacific Heights	94109	"(37.791925784456105, -122.42306858292103)"
SD000382	North Beach	94133	"(37.80202233020326, -122.40974440948776)"
SD000383	Noe Valley	94114	"(37.7528778993285, -122.43039944361162)"
SD000384	Sunset/Parkside	94122	"(37.75836105810064, -122.49147890235378)"
SD000385	Excelsior	94112	"(37.72398351414276, -122.43462544117776)"
SD000386	Hayes Valley	94102	"(37.771166458490285, -122.42806444408698)"
SD000387	Mission	94110	"(37.751873598127474, -122.40656927108842)"
SD000388	Portola	94134	"(37.727092719457936, -122.40917920913216)"
SD000389	West of Twin Peaks	94127	"(37.732079257859745, -122.45185907840101)"
SD000390	Pacific Heights	94115	"(37.78809912923263, -122.4300368208281)"
SD000391	Marina	94123	"(37.79685462135817, -122.43928556086126)"
SD000392	Portola	94134	"(37.72541584471402, -122.40569707811893)"
SD000393	Glen Park	94131	"(37.73986613808957, -122.43452142121079)"
SD000394	Noe Valley	94114	"(37.75636042459446, -122.42627283037731)"
SD000395	Financial District/South Beach	94108	"(37.78744511895401, -122.40524916814037)"
SD000396	Noe Valley	94131	"(37.7461897272339, -122.43553517387973)"
SD000397	Bernal Heights	94110	"(37.733637848391815, -122.41609587317686)"
SD000398	Castro/Upper Market	94114	"(37.76018684350009, -122.43014677078585)"
SD000399	Pacific Heights	94115	"(37.79003189758914, -122.44285802849043)"
SD000400	Seacliff	94121	"(37.786624537808, -122.48124209200904)"
SD000401	Inner Sunset	94122	"(37.76552191287128, -122.4628666735656)"
SD000402	Twin Peaks	94131	"(37.753931531726835, -122.45048838890271)"
SD000403	Castro/Upper Market	94114	"(37.76106490371245, -122.44353869318084)"
SD000404	Sunset/Parkside	94122	"(37.76018003699161, -122.48796493041856)"
SD000405	Noe Valley	94114	"(37.74930872235784, -122.4310414901053)"
SD000406	North Beach	94133	"(37.80772764523599, -122.41438097976253)"
SD000407	Glen Park	94131	"(37.74043527002599, -122.43131825486081)"
SD000408	Outer Richmond	94121	"(37.780182499653975, -122.49904281905211)"
SD000409	Noe Valley	94114	"(37.75450271309331, -122.43704408346183)"
SD000410	Haight Ashbury	94117	"(37.766468255151295, -122.44592081084599)"
SD000411	Mission	94110	"(37.753230605812675, -122.41332907371155)"
SD000412	Castro/Upper Market	94114	"(37.766398015421835, -122.43822079143729)"
SD000413	Bayview Hunters Point	94124	"(37.73152800890909, -122.40084623328117)"
SD000414	Sunset/Parkside	94122	"(37.757086162868355, -122.49117912531925)"
SD000415	Western Addition	94115	"(37.77920726220753, -122.44006257968655)"
SD000416	Russian Hill	94109	"(37.79939979894917, -122.42217036809892)"
SD000417	Sunset/Parkside	94116	"(37.74381800619429, -122.49590120848892)"
SD000418	Glen Park	94110	"(37.73586405771555, -122.42806503555835)"
SD000419	Inner Richmond	94118	"(37.784759616773115, -122.47122145241305)"
SD000420	Sunset/Parkside	94122	"(37.758240246706286, -122.50745091877684)"
SD000421	Inner Sunset	94122	"(37.76425074364724, -122.47535518061059)"
SD000422	Castro/Upper Market	94114	"(37.75698159640704, -122.42761695213144)"
SD000423	Bernal Heights	94110	"(37.74375975383846, -122.41728241432298)"
SD000424	Inner Richmond	94118	"(37.78646850700139, -122.46603122854899)"
SD000425	Sunset/Parkside	94122	"(37.75456898566833, -122.50592361766451)"
SD000426	Potrero Hill	94107	"(37.76022185258137, -122.40535214996049)"
SD000427	Castro/Upper Market	94114	"(37.76536856098638, -122.42795536094069)"
SD000428	Noe Valley	94131	"(37.74451053326398, -122.43056487662378)"
SD000429	Castro/Upper Market	94114	"(37.76635905074059, -122.43297791909518)"
SD000430	Bernal Heights	94110	"(37.74449491236182, -122.42188532583413)"
SD000431	West of Twin Peaks	94127	"(37.744771883509564, -122.45949397710581)"
SD000432	Russian Hill	94109	"(37.80187496411334, -122.41883727076143)"
SD000433	Inner Sunset	94116	"(37.75014479897386, -122.47435960835813)"
SD000434	Bernal Heights	94110	"(37.74391731031836, -122.4205921063785)"
SD000435	Excelsior	94112	"(37.7188993161662, -122.43558734444021)"
SD000436	Seacliff	94121	"(37.787385033159985, -122.4848087437697)"
SD000437	West of Twin Peaks	94131	"(37.72964852349129, -122.44371353806486)"
SD000438	Sunset/Parkside	94132	"(37.73202818641324, -122.47980975379116)"
SD000439	Inner Sunset	94131	"(37.752219835836954, -122.45628023529234)"
SD000440	Oceanview/Merced/Ingleside	94112	"(37.718436278307095, -122.45774067059226)"
SD000441	Excelsior	94112	"(37.710232065801236, -122.4311410495636)"
SD000442	Pacific Heights	94115	"(37.790996397048055, -122.43369650842848)"
SD000443	Inner Sunset	94122	"(37.754127953990626, -122.46636214794226)"
SD000444	Marina	94123	"(37.80025283861868, -122.43691957203767)"
SD000445	Noe Valley	94131	"(37.74402388286245, -122.43051708293471)"
SD000446	Twin Peaks	94131	"(37.7527890968708, -122.449499507408)"
SD000447	Outer Richmond	94121	"(37.774189164380104, -122.4829689204771)"
SD000448	Outer Richmond	94121	"(37.7804053854789, -122.48826767221813)"
SD000449	Outer Richmond	94121	"(37.773340427105204, -122.50222756479137)"
SD000450	Outer Richmond	94118	"(37.77514523667034, -122.47375590203816)"
SD000451	West of Twin Peaks	94131	"(37.73017053913999, -122.440569211881)"
SD000452	South of Market	94103	"(37.77102779354276, -122.40731422479018)"
SD000453	Bernal Heights	94110	"(37.743563771068935, -122.40974366400752)"
SD000454	Noe Valley	94114	"(37.75110469488522, -122.44130666476327)"
SD000455	Excelsior	94112	"(37.70903837697095, -122.4497806419049)"
SD000456	Lone Mountain/USF	94115	"(37.78125922478836, -122.44477712712731)"
SD000457	Haight Ashbury	94117	"(37.76972180454758, -122.43534808056489)"
SD000458	Bernal Heights	94110	"(37.73522047240211, -122.413212310678)"
SD000459	Lone Mountain/USF	94118	"(37.774720871345444, -122.45605234356591)"
SD000460	Sunset/Parkside	94122	"(37.760920360040274, -122.48908475144106)"
SD000461	Outer Richmond	94121	"(37.78181433215265, -122.48396441291192)"
SD000462	Bernal Heights	94110	"(37.74536720187753, -122.41212606329778)"
SD000463	Sunset/Parkside	94122	"(37.759517981949074, -122.50296925646845)"
SD000464	Outer Mission	94112	"(37.71492037249513, -122.44556963461547)"
SD000465	Pacific Heights	94109	"(37.79322244851832, -122.42650310534074)"
SD000466	Marina	94123	"(37.795731637588275, -122.44417603811227)"
SD000467	Bayview Hunters Point	94124	"(37.740150913557, -122.38958896011185)"
SD000468	Excelsior	94112	"(37.717505418904665, -122.42908870775862)"
SD000469	Lone Mountain/USF	94118	"(37.77872886213649, -122.45572702595952)"
SD000470	Noe Valley	94114	"(37.75390945071772, -122.42799507829106)"
SD000471	West of Twin Peaks	94112	"(37.72825193216624, -122.45622225967854)"
SD000472	Financial District/South Beach	94107	"(37.781714985677844, -122.39440303521762)"
SD000473	Noe Valley	94114	"(37.75408319910128, -122.43180052254034)"
SD000474	Potrero Hill	94107	"(37.76489198606386, -122.39802971025247)"
SD000475	Outer Richmond	94121	"(37.77246032252325, -122.49740886209277)"
SD000476	Oceanview/Merced/Ingleside	94112	"(37.71582351779512, -122.45018657406649)"
SD000477	Mission	94110	"(37.76190168297806, -122.42214925121203)"
SD000478	Tenderloin	94102	"(37.78497472293725, -122.40969741506599)"
SD000479	Bayview Hunters Point	94124	"(37.71904482942379, -122.38903715722968)"
SD000480	Financial District/South Beach	94108	"(37.79057986911396, -122.40310870138757)"
SD000481	Oceanview/Merced/Ingleside	94112	"(37.71171469494865, -122.45635741986074)"
SD000482	Sunset/Parkside	94116	"(37.736323728728365, -122.49278236603054)"
SD000483	Potrero Hill	94107	"(37.760832621607875, -122.39905084958414)"
SD000484	Bernal Heights	94110	"(37.74191855547516, -122.41547617587393)"
SD000485	Haight Ashbury	94117	"(37.76622238812755, -122.45257583199195)"
SD000486	Oceanview/Merced/Ingleside	94112	"(37.715923680209855, -122.45925734645652)"
SD000487	Russian Hill	94109	"(37.80468946864014, -122.4187082093272)"
SD000488	Lone Mountain/USF	94117	"(37.77382411663964, -122.45223564048649)"
SD000489	Mission	94110	"(37.75815266631293, -122.41930587994543)"
SD000490	Mission	94110	"(37.7536476859244, -122.4181318284586)"
SD000491	Mission	94110	"(37.75865084176793, -122.41650603424887)"
SD000492	Bernal Heights	94110	"(37.741290032057634, -122.41241042654543)"
SD000493	Inner Sunset	94122	"(37.764839512744516, -122.46711344048016)"
SD000494	Marina	94123	"(37.79913420534797, -122.43734079298008)"
SD000495	West of Twin Peaks	94127	"(37.73441644820557, -122.45687122692371)"
SD000496	Marina	94123	"(37.80043154292612, -122.44057978931095)"
SD000497	Haight Ashbury	94117	"(37.76333137284551, -122.44976190440667)"
SD000498	Potrero Hill	94107	"(37.76016453783769, -122.39801416181136)"
SD000499	Nob Hill	94108	"(37.790267354935, -122.41032735620968)"
SD000500	Nob Hill	94109	"(37.792059790393495, -122.42214706154596)"
SD000501	West of Twin Peaks	94127	"(37.73943958769066, -122.46683411003998)"
SD000502	Outer Mission	94112	"(37.71101954624752, -122.44771430427438)"
SD000503	Nob Hill	94108	"(37.79284244546729, -122.41157421426945)"
SD000504	Sunset/Parkside	94116	"(37.74761515246058, -122.49638376240523)"
SD000505	West of Twin Peaks	94116	"(37.74827985832052, -122.46141993917739)"
SD000506	Marina	94123	"(37.7952003941202, -122.44481360006407)"
SD000507	Russian Hill	94109	"(37.8016255705116, -122.42418820733238)"
SD000508	Inner Richmond	94118	"(37.7743880274728, -122.46413308560791)"
SD000509	Tenderloin	94102	"(37.78275954370429, -122.41657251513709)"
SD000510	Sunset/Parkside	94122	"(37.75845673908605, -122.48139355235627)"
SD000511	Excelsior	94112	"(37.709716900123595, -122.44075134985853)"
SD000512	Financial District/South Beach	94105	"(37.788860440679855, -122.39810887204067)"
SD000513	Glen Park	94131	"(37.73569581894615, -122.43711364698373)"
SD000514	Noe Valley	94114	"(37.75039118425142, -122.42646075983252)"
SD000515	Noe Valley	94131	"(37.74594101946831, -122.4254205423754)"
SD000516	Oceanview/Merced/Ingleside	94112	"(37.718032025104144, -122.45677041171209)"
SD000517	Mission	94103	"(37.76620659885325, -122.42380583387742)"
SD000518	Sunset/Parkside	94116	"(37.73895949143864, -122.5026017232037)"
SD000519	Castro/Upper Market	94114	"(37.75859987714018, -122.43291828673952)"
SD000520	Excelsior	94112	"(37.72882089918258, -122.43067090295057)"
SD000521	West of Twin Peaks	94127	"(37.73748060864178, -122.44874308125664)"
SD000522	Bayview Hunters Point	94134	"(37.70901773495604, -122.40431824241142)"
SD000523	Marina	94123	"(37.80523585515416, -122.44011062025243)"
SD000524	West of Twin Peaks	94112	"(37.72804049419013, -122.4478493576826)"
SD000525	Sunset/Parkside	94116	"(37.746032989136815, -122.5008641734539)"
SD000526	Excelsior	94112	"(37.71161673416637, -122.44498984306102)"
SD000527	Presidio Heights	94118	"(37.78724287083041, -122.44992208930157)"
SD000528	Marina	94123	"(37.798931227443106, -122.42627070298253)"
SD000529	Oceanview/Merced/Ingleside	94112	"(37.718445873123265, -122.4524934182982)"
SD000530	Lakeshore	94132	"(37.7309149970565, -122.47814019452747)"
SD000531	Outer Richmond	94121	"(37.77732236798762, -122.48528070194656)"
SD000532	West of Twin Peaks	94131	"(37.73358384904064, -122.43800946898924)"
SD000533	Sunset/Parkside	94122	"(37.764058743809905, -122.47856250788476)"
SD000534	Noe Valley	94114	"(37.748755073715564, -122.43411803436439)"
SD000535	West of Twin Peaks	94112	"(37.727406494416954, -122.46069235464532)"
SD000536	Inner Sunset	94122	"(37.75980389277173, -122.47192850245953)"
SD000537	Seacliff	94121	"(37.78538457960633, -122.48769696686578)"
SD000538	Bernal Heights	94110	"(37.744720513300265, -122.41736815934044)"
SD000539	Inner Richmond	94118	"(37.78211087036037, -122.46295853037302)"
SD000540	Financial District/South Beach	94108	"(37.792116179575366, -122.40570427937575)"
SD000541	Russian Hill	94109	"(37.79590730094664, -122.41978585637192)"
SD000542	Sunset/Parkside	94132	"(37.73440150802503, -122.48933775091223)"
SD000543	Inner Sunset	94116	"(37.751964189142726, -122.46687178228919)"
SD000544	Marina	94123	"(37.79727793436006, -122.43694237165829)"
SD000545	Outer Richmond	94121	"(37.77902330526306, -122.49466320373907)"
SD000546	Mission	94110	"(37.750691769192755, -122.4131108945075)"
SD000547	Sunset/Parkside	94122	"(37.7526571638536, -122.4842158890799)"
SD000548	Haight Ashbury	94117	"(37.76412323068219, -122.44638414826208)"
SD000549	Pacific Heights	94115	"(37.78971867338155, -122.42988021934154)"
SD000550	Lone Mountain/USF	94117	"(37.776782031454424, -122.44448314659836)"
SD000551	Lone Mountain/USF	94115	"(37.77782990077613, -122.44375378800616)"
SD000552	Pacific Heights	94115	"(37.78668373210885, -122.43781532247235)"
SD000553	Sunset/Parkside	94122	"(37.75810516380706, -122.49104426309957)"
SD000554	Visitacion Valley	94134	"(37.70915594290397, -122.40567103056381)"
SD000555	Outer Richmond	94121	"(37.779801361043965, -122.47752057626377)"
SD000556	Outer Mission	94112	"(37.72662913070722, -122.43369455052434)"
SD000557	Bernal Heights	94110	"(37.737543513528365, -122.41611504028002)"
SD000558	Inner Richmond	94118	"(37.783222595270736, -122.46906515884197)"
SD000559	Lone Mountain/USF	94117	"(37.774718672093734, -122.4459118059909)"
SD000560	Mission	94103	"(37.76790773075926, -122.4195241400981)"
SD000561	West of Twin Peaks	94116	"(37.74729867925782, -122.46245924908541)"
SD000562	Sunset/Parkside	94132	"(37.7305796974616, -122.48716213047537)"
SD000563	Oceanview/Merced/Ingleside	94112	"(37.71785746620524, -122.45407304480014)"
SD000564	West of Twin Peaks	94127	"(37.72411517815161, -122.47021380084902)"
SD000565	Bayview Hunters Point	94107	"(37.751856309539065, -122.3910938476787)"
SD000566	West of Twin Peaks	94112	"(37.72628452684514, -122.46235357361932)"
SD000567	Inner Richmond	94118	"(37.77854877957347, -122.46550949970958)"
SD000568	Western Addition	94115	"(37.77812933671162, -122.44098793669961)"
SD000569	Mission	94110	"(37.750794984170675, -122.4180412882761)"
SD000570	Oceanview/Merced/Ingleside	94132	"(37.71687217779383, -122.46290586370341)"
SD000571	West of Twin Peaks	94127	"(37.73572039281433, -122.45624750855778)"
SD000572	Sunset/Parkside	94116	"(37.742033697939924, -122.48926304653604)"
SD000573	Sunset/Parkside	94122	"(37.76103481349837, -122.50307507504301)"
SD000574	Noe Valley	94131	"(37.7422711477719, -122.43292542763828)"
SD000575	Sunset/Parkside	94116	"(37.74759213256347, -122.47675458061795)"
SD000576	Russian Hill	94109	"(37.796382531342815, -122.42313285090528)"
SD000577	Haight Ashbury	94117	"(37.77054349683409, -122.44798537649878)"
SD000578	West of Twin Peaks	94127	"(37.73555492712727, -122.45866385152769)"
SD000579	Noe Valley	94114	"(37.75606832623558, -122.4308527749351)"
SD000580	Inner Richmond	94118	"(37.779093902657536, -122.45955775394644)"
SD000581	West of Twin Peaks	94127	"(37.74119451257571, -122.46963191103497)"
SD000582	Oceanview/Merced/Ingleside	94132	"(37.71341951125262, -122.46863861163379)"
SD000583	Excelsior	94112	"(37.70997146520069, -122.43306703629021)"
SD000584	Outer Richmond	94121	"(37.77962067381958, -122.48827216785755)"
SD000585	Castro/Upper Market	94114	"(37.767296446775056, -122.43206165737206)"
SD000586	Potrero Hill	94107	"(37.76135897178633, -122.40548369395476)"
SD000587	Noe Valley	94114	"(37.749893170028514, -122.43471400205456)"
SD000588	Pacific Heights	94115	"(37.79191221549233, -122.43576941976855)"
SD000589	Outer Mission	94112	"(37.73293304079255, -122.43087028311511)"
SD000590	Outer Mission	94112	"(37.70962724316995, -122.45417877163256)"
SD000591	Hayes Valley	94117	"(37.77034066649795, -122.43071639567228)"
SD000592	Potrero Hill	94107	"(37.76097980879223, -122.40493330110118)"
SD000593	Bernal Heights	94110	"(37.73426525917392, -122.41354039933324)"
SD000594	Sunset/Parkside	94122	"(37.75993362694792, -122.48728924077224)"
SD000595	Inner Sunset	94122	"(37.7590959163551, -122.46522169755646)"
SD000596	Presidio Heights	94118	"(37.78342763744932, -122.45823374836922)"
SD000597	Sunset/Parkside	94116	"(37.742248371778125, -122.50498353732229)"
SD000598	Inner Sunset	94131	"(37.758765610295114, -122.45964211447526)"
SD000599	Lakeshore	94132	"(37.71524543095415, -122.47469043316372)"
SD000600	Sunset/Parkside	94116	"(37.73947035033201, -122.49553375233035)"
SD000601	West of Twin Peaks	94112	"(37.725658220582964, -122.46252456425195)"
SD000602	Inner Sunset	94116	"(37.752287242087625, -122.46731238483828)"
SD000603	Noe Valley	94114	"(37.75364372637565, -122.440634485245)"
SD000604	Oceanview/Merced/Ingleside	94112	"(37.712872268703414, -122.46235123969711)"
SD000605	Sunset/Parkside	94116	"(37.74253511994502, -122.50004390759091)"
SD000606	Financial District/South Beach	94105	"(37.78798865215786, -122.39610065485081)"
SD000607	Lone Mountain/USF	94117	"(37.77372943506312, -122.44919906085468)"
SD000608	Oceanview/Merced/Ingleside	94132	"(37.708941402584514, -122.46940795993933)"
SD000609	Lone Mountain/USF	94118	"(37.77890313752567, -122.44856997259834)"
SD000610	Bernal Heights	94110	"(37.740578510608515, -122.4175375512531)"
SD000611	Haight Ashbury	94117	"(37.77081067739652, -122.43891977538529)"
SD000612	Marina	94123	"(37.80437085405984, -122.43882796919316)"
SD000613	Mission	94110	"(37.753989384124985, -122.41241300182914)"
SD000614	Hayes Valley	94117	"(37.77463836642734, -122.43536598727415)"
SD000615	Chinatown	94133	"(37.7956187185571, -122.41126491508362)"
SD000616	Oceanview/Merced/Ingleside	94112	"(37.71255196870271, -122.45844140042298)"
SD000617	Outer Richmond	94121	"(37.77879380622361, -122.50663586197189)"
SD000618	Lakeshore	94132	"(37.71058240641688, -122.48391822779116)"
